col_lkup,height,position,steals,blocks,minutes_played,personal_fouls,assists,free_throw_attempts,free_throws,offensive_rebounds,defensive_rebounds,points,total_rebounds,turnovers,two_point_attempts,two_pointers,three_point_attempts,three_pointers,yrs_played,steals_per_40,blocks_per_40,personal_fouls_per_40,assists_per_40,free_throw_attempts_per_40,free_throws_per_40,offensive_rebounds_per_40,defensive_rebounds_per_40,points_per_40,total_rebounds_per_40,turnovers_per_40,two_point_attempts_per_40,two_pointers_per_40,three_point_attempts_per_40,three_pointers_per_40,free_throw_percentage,three_point_percentage,two_point_percentage,max_season,nba_value_over_replacement_player,nba_steals,nba_blocks,nba_minutes_played,nba_assists,nba_turnovers,nba_attempted_three_point_field_goals,nba_attempted_free_throws,nba_steals_per_40,nba_blocks_per_40,nba_assists_per_40,nba_turnovers_per_40,nba_attempted_three_point_field_goals_per_40,nba_attempted_free_throws_per_40,nba_three_point_percentage,nba_free_throw_percentage,nba_assist_percentage,nba_block_percentage,nba_steal_percentage,nba_usage_percentage,nba_total_rebound_percentage,nba_true_shooting_percentage,nba_turnover_percentage
Gerald Glass mississippi,77,Guard,159,59,2178,196,178,349,257,0,0,1564,484,181,962,523,231,87,2,2.92,1.08,3.6,3.27,6.41,4.72,0,0,28.72,8.89,3.32,17.67,9.61,4.24,1.6,0.736,0.376528139,0.543575884,1989,0.2,130,58,3347,298,179,110,241,1.55,0.69,3.56,2.14,1.31,2.88,0.234577126,0.639513391,14.09250642,1.080420078,1.972609501,23.85807171,8.568116522,0.458619931,9.485999402
Gilbert Arenas arizona,75,Guard,136,16,2137,165,155,282,208,29,102,1105,269,188,551,288,296,107,2,2.55,0.3,3.09,2.9,5.28,3.89,0.54,1.91,20.68,5.04,3.52,10.31,5.39,5.54,2,0.73764539,0.361540541,0.523108893,2000,9.6,435,63,9361,1374,855,1321,1585,1.86,0.27,5.87,3.65,5.64,6.77,0.361847085,0.789905363,25.88202115,0.459651747,2.38698857,25.69891037,6.753242175,0.545278496,15.50167717
Glen Davis louisiana-state,81,Forward,108,110,3036,250,147,618,429,361,555,1587,916,228,1058,540,84,26,3,1.42,1.45,3.29,1.94,8.14,5.65,4.76,7.31,20.91,12.07,3,13.94,7.11,1.11,0.34,0.694153722,0.309595238,0.5103138,2006,-0.8,183,83,5808,224,274,24,731,1.26,0.57,1.54,1.89,0.17,5.03,0.166666666,0.711354309,6.135674931,1.117234848,1.659245868,19.0697314,11.97229683,0.507451102,11.85177342
Glen Rice michigan,79,Forward,102,39,3989,257,274,380,303,0,0,2442,859,246,1289,762,281,135,4,1.02,0.39,2.58,2.75,3.81,3.04,0,0,24.49,8.61,2.47,12.93,7.64,2.82,1.35,0.797242105,0.480800712,0.59109232,1988,5.2,350,113,11046,691,581,1035,946,1.27,0.41,2.5,2.1,3.75,3.43,0.377777778,0.813953488,10.19756473,0.620242622,1.550941517,22.72466956,7.889181604,0.524248868,9.627801919
Glenn Robinson III michigan,78,Forward,74,21,2506,99,87,220,158,137,238,912,375,78,486,293,179,56,4,1.18,0.34,1.58,1.39,3.51,2.52,2.19,3.8,14.56,5.99,1.25,7.76,4.68,2.86,0.89,0.718340909,0.313139665,0.602925926,2013,0.6,77,31,2534,101,71,215,150,1.22,0.49,1.59,1.12,3.39,2.37,0.380221228,0.6964,5.817502368,1.02683307,1.50252723,13.63207735,8.606268745,0.538478666,9.041058011
Glenn Robinson purdue,79,Forward,113,65,2176,170,115,475,367,0,0,1706,602,242,993,503,288,111,3,2.08,1.19,3.12,2.11,8.73,6.75,0,0,31.36,11.07,4.45,18.25,9.25,5.29,2.04,0.772263158,0.385555556,0.506526687,1993,5.6,382,166,11615,896,1064,776,1518,1.32,0.57,3.09,3.66,2.67,5.23,0.340206185,0.801054018,14.19210504,1.078743005,1.755488592,27.78887645,9.579690056,0.531040034,14.99416272
Gordon Hayward butler,80,Forward,88,60,2284,142,125,340,280,118,394,992,512,138,320,182,314,116,2,1.54,1.05,2.49,2.19,5.95,4.9,2.07,6.9,17.37,8.97,2.42,5.6,3.19,5.5,2.03,0.823894118,0.369528662,0.568928125,2009,5.8,251,138,8137,901,511,759,1004,1.23,0.68,4.43,2.51,3.73,4.94,0.364953887,0.812749004,18.0753226,1.331326042,1.651763549,20.36141084,7.049084429,0.551945434,14.16906722
Gorgui Dieng louisville,83,Center,104,267,2789,280,127,272,174,304,497,851,801,166,617,337,3,1,3,1.49,3.83,4.02,1.82,3.9,2.5,4.36,7.13,12.21,11.49,2.38,8.85,4.83,0.04,0.01,0.639735294,0.333333333,0.54634684,2012,4.2,283,367,7884,486,427,70,752,1.44,1.86,2.47,2.17,0.36,3.82,0.342857143,0.785904255,9.405618975,3.757686454,1.795192796,15.3289447,15.5843861,0.570780822,15.47630644
Greg Anthony nevada-las-vegas,73,Guard,329,46,5064,346,950,547,387,0,0,1738,428,367,891,416,454,172,5,2.6,0.36,2.73,7.5,4.32,3.06,0,0,13.73,3.38,2.9,7.04,3.29,3.59,1.36,0.707255941,0.378832599,0.466983165,1990,4.9,336,41,6146,1237,386,400,561,2.19,0.27,8.05,2.51,2.6,3.65,0.29,0.737967914,29.29337781,0.490774487,2.834201106,16.81853238,5.191343964,0.483948747,16.48180931
Greg Buckner clemson,76,Forward,179,40,3788,219,252,520,346,0,0,1754,592,139,1165,629,181,50,4,1.89,0.42,2.31,2.66,5.49,3.65,0,0,18.52,6.25,1.47,12.3,6.64,1.91,0.53,0.6654,0.276320442,0.539934764,1997,1.4,174,64,4142,248,152,104,283,1.68,0.62,2.39,1.47,1,2.73,0.307692308,0.731448763,9.038314824,1.105552873,2.182110092,14.0638339,9.768324481,0.527657412,11.6714872
Greg Foster texas-el-paso,83,Forward,26,102,2298,275,87,236,156,0,0,822,524,163,690,333,3,0,4,0.45,1.78,4.79,1.51,4.11,2.72,0,0,14.31,9.12,2.84,12.01,5.8,0.05,0,0.66104661,0,0.482426087,1989,-1.2,21,49,1471,93,107,10,133,0.57,1.33,2.53,2.91,0.27,3.62,0,0.705300752,9.188430999,1.994554725,0.696080218,19.85003263,14.27037254,0.494584432,15.54919103
Greg Graham indiana,76,Guard,151,36,3266,263,304,611,468,0,0,1590,412,234,741,399,246,108,4,1.85,0.44,3.22,3.72,7.48,5.73,0,0,19.47,5.05,2.87,9.08,4.89,3.01,1.32,0.766217676,0.439288618,0.538263158,1992,-1,127,12,2474,195,169,166,291,2.05,0.19,3.15,2.73,2.68,4.7,0.297748051,0.771729668,12.69186904,0.366755861,2.637774454,19.5669515,4.988706548,0.49894386,15.50762813
Greg Minor louisville,78,Guard,128,33,3043,151,228,283,209,0,0,1199,533,146,625,354,259,94,3,1.68,0.43,1.98,3,3.72,2.75,0,0,15.76,7.01,1.92,8.22,4.65,3.4,1.24,0.738371025,0.36303861,0.5667248,1993,0.8,136,40,4379,334,187,78,330,1.24,0.37,3.05,1.71,0.71,3.01,0.205128205,0.76969697,12.21740123,0.663005252,1.561018497,17.60137018,8.165288879,0.524942681,10.49054579
Greg Monroe georgetown,83,Center,99,97,2122,164,207,359,243,136,395,942,531,189,602,336,33,9,2,1.87,1.83,3.09,3.9,6.77,4.58,2.56,7.45,17.76,10.01,3.56,11.35,6.33,0.62,0.17,0.676713092,0.272454545,0.558375415,2009,8,372,193,9681,709,642,7,1264,1.54,0.8,2.93,2.65,0.03,5.22,0,0.678006329,12.75676067,1.565933271,2.034758806,21.43968598,16.63696932,0.546870675,13.68003305
Greg Ostertag kansas,86,Center,41,258,2042,263,41,318,192,0,0,968,770,176,702,388,3,0,4,0.8,5.05,5.15,0.8,6.23,3.76,0,0,18.96,15.08,3.45,13.75,7.6,0.06,0,0.603764151,0,0.552754986,1994,2,69,478,5107,80,218,4,520,0.54,3.74,0.63,1.71,0.03,4.07,0,0.609615385,2.391599765,7.39798316,0.734795379,13.53295477,17.7133738,0.526883689,14.84068925
Greg Smith fresno-state,82,Center,62,75,1855,180,94,303,171,146,298,745,444,126,498,287,1,0,2,1.34,1.62,3.88,2.03,6.53,3.69,3.15,6.43,16.06,9.57,2.72,10.74,6.19,0.02,0,0.56409901,0,0.576483936,2010,0.3,28,58,1642,35,58,1,174,0.68,1.41,0.85,1.41,0.02,4.24,0,0.591954023,3.210109622,2.696163216,0.855359318,13.30730816,15.33672351,0.628720463,11.81096224
Greg Stiemsma wisconsin,83,Center,23,96,953,156,78,58,44,62,153,252,215,67,188,104,3,0,4,0.97,4.03,6.55,3.27,2.43,1.85,2.6,6.42,10.58,9.02,2.81,7.89,4.37,0.13,0,0.758775862,0,0.552989362,2007,0.4,118,232,3048,97,143,1,146,1.55,3.04,1.27,1.88,0.01,1.92,0,0.705479452,4.749114173,5.989534121,2.036384514,11.03375984,12.87529528,0.551511155,20.1777231
Hakim Warrick syracuse,81,Forward,131,128,4186,328,207,803,529,386,639,2073,1025,313,1392,757,40,10,4,1.25,1.22,3.13,1.98,7.67,5.05,3.69,6.11,19.81,9.79,2.99,13.3,7.23,0.38,0.1,0.658874222,0.24975,0.543963362,2004,0.2,141,118,6659,224,400,79,1137,0.85,0.71,1.35,2.4,0.47,6.83,0.227848101,0.72471416,5.921895179,1.409160535,1.102282625,21.91668419,11.84728938,0.560564049,12.56499474
Harold Miner southern-california,77,Guard,98,19,3069,173,155,602,490,0,0,2048,471,168,1047,515,479,176,3,1.28,0.25,2.25,2.02,7.85,6.39,0,0,26.69,6.14,2.19,13.65,6.71,6.24,2.29,0.813807309,0.36756785,0.492162369,1991,-0.9,80,27,3748,245,278,74,502,0.85,0.29,2.61,2.97,0.79,5.36,0.310810811,0.784860558,10.74429029,0.517422625,1.086739594,23.33954109,6.655976521,0.520530149,14.07195838
Harrison Barnes north-carolina,80,Forward,68,29,2198,140,96,319,234,149,265,1226,414,146,686,322,332,116,2,1.24,0.53,2.55,1.75,5.81,4.26,2.71,4.82,22.31,7.53,2.66,12.48,5.86,6.04,2.11,0.733495298,0.349777108,0.469440233,2011,1.8,219,63,8622,447,313,764,655,1.02,0.29,2.07,1.45,3.54,3.04,0.37565445,0.738931298,7.38756669,0.554326142,1.280074229,16.29086059,8.952354442,0.536226398,9.735606588
Henry Ellenson marquette,82,Forward,28,49,1107,84,59,191,143,71,250,561,321,78,331,164,104,30,1,1.01,1.77,3.04,2.13,6.9,5.17,2.57,9.03,20.27,11.6,2.82,11.96,5.93,3.76,1.08,0.749,0.288,0.495,2015,-0.3,13,3,749,44,41,137,62,0.69,0.16,2.35,2.19,7.32,3.31,0.34297982,0.776297335,9.033217623,0.334806409,0.845580774,22.22259012,14.00440587,0.484359813,10.50955941
Henry Sims georgetown,82,Center,41,94,1822,210,167,246,161,113,272,591,385,158,430,212,17,2,4,0.9,2.06,4.61,3.67,5.4,3.53,2.48,5.97,12.97,8.45,3.47,9.44,4.65,0.37,0.04,0.654207317,0.117882353,0.492837209,2011,-0.6,76,64,2542,140,153,23,288,1.2,1.01,2.2,2.41,0.36,4.53,0.173913044,0.761276424,9.666197876,2.02761605,1.49058812,19.38524784,14.36071007,0.522777734,13.38123525
Hilton Armstrong connecticut,83,Center,43,191,1980,271,73,275,159,172,345,614,517,159,400,226,3,1,4,0.87,3.86,5.47,1.47,5.56,3.21,3.47,6.97,12.4,10.44,3.21,8.08,4.57,0.06,0.02,0.578447273,0.333333333,0.5647575,2005,-1.6,68,117,2793,83,196,3,267,0.97,1.68,1.19,2.81,0.04,3.82,0,0.606698769,4.500413534,3.379937343,1.297148228,15.27917472,12.4095435,0.535398944,21.45503043
Hollis Thompson georgetown,80,Forward,78,43,2434,223,105,170,115,106,298,859,404,107,354,180,291,128,3,1.28,0.71,3.66,1.73,2.79,1.89,1.74,4.9,14.12,6.64,1.76,5.82,2.96,4.78,2.1,0.676376471,0.440295533,0.508220339,2011,-1.3,166,68,6424,292,213,941,287,1.03,0.42,1.82,1.33,5.86,1.79,0.385790701,0.707215447,7.256631382,0.805821918,1.266594022,14.41372976,7.005666252,0.535177771,10.07702366
Howard Eisley boston-college,74,Guard,195,16,4447,358,544,476,373,0,0,1628,413,366,750,332,441,197,4,1.75,0.14,3.22,4.89,4.28,3.36,0,0,14.64,3.71,3.29,6.75,2.99,3.97,1.77,0.783420168,0.446469388,0.442625333,1993,-0.5,145,32,4322,785,397,289,355,1.34,0.3,7.27,3.67,2.67,3.29,0.315103806,0.816619718,28.08531236,0.614062934,1.804331328,18.63139287,5.386274873,0.520099954,22.81210088
Hubert Davis north-carolina,77,Guard,108,23,2919,129,179,371,304,0,0,1615,248,125,665,360,453,197,4,1.48,0.32,1.77,2.45,5.08,4.17,0,0,22.13,3.4,1.71,9.11,4.93,6.21,2.7,0.819134771,0.434792494,0.541386466,1991,4.6,128,27,5618,501,271,706,406,0.91,0.19,3.57,1.93,5.03,2.89,0.449008499,0.830049261,14.66650053,0.336685653,1.199038804,19.19679601,3.65740477,0.588116234,11.29368103
Ian Clark belmont,75,Guard,162,27,3818,283,289,269,218,64,316,1920,380,277,606,341,800,340,4,1.7,0.28,2.96,3.03,2.82,2.28,0.67,3.31,20.12,3.98,2.9,6.35,3.57,8.38,3.56,0.810230483,0.4247225,0.562805281,2012,0,73,26,2079,181,121,308,108,1.4,0.5,3.48,2.33,5.93,2.08,0.36374026,0.796296297,12.49386436,0.98974507,1.74358634,19.41484367,5.894449254,0.550280308,13.04568927
Ike Diogu arizona-state,80,Forward,39,153,3190,258,113,854,671,306,496,1946,802,305,974,576,106,41,3,0.49,1.92,3.24,1.42,10.71,8.41,3.84,6.22,24.4,10.06,3.82,12.21,7.22,1.33,0.51,0.785494145,0.386660377,0.591418891,2004,-0.3,33,62,2311,67,177,2,408,0.57,1.07,1.16,3.06,0.03,7.06,0.33,0.804013574,5.051073129,2.02689312,0.709255733,22.31930766,13.96610991,0.576746084,15.34536132
Iman Shumpert georgia-tech,77,Guard,207,17,2877,245,382,381,281,102,310,1166,412,280,613,276,364,111,3,2.88,0.24,3.41,5.31,5.3,3.91,1.42,4.31,16.21,5.73,3.89,8.52,3.84,5.06,1.54,0.737496063,0.30485989,0.450327896,2010,1.1,317,44,6208,503,318,708,291,2.04,0.28,3.24,2.05,4.56,1.88,0.341983459,0.752224389,12.75188466,0.599822809,2.692429124,16.28798325,7.996971649,0.491453608,14.22614369
Ime Udoka portland-state,78,Forward,44,14,1559,0,88,152,109,0,0,381,217,0,234,97,92,26,2,1.13,0.36,0,2.26,3.9,2.8,0,0,9.78,5.57,0,6,2.49,2.36,0.67,0.716782895,0.282815217,0.414205128,1999,1.8,130,35,3602,183,136,388,157,1.44,0.39,2.03,1.51,4.31,1.74,0.389175258,0.732484077,8.282731816,0.742698501,1.956302054,14.78856191,8.914436424,0.547551916,11.95857857
Ira Newble miami-oh,79,Center,49,36,1208,0,47,98,63,0,0,515,370,0,392,220,17,4,2,1.62,1.19,0,1.56,3.25,2.09,0,0,17.05,12.25,0,12.98,7.28,0.56,0.13,0.642653061,0.235294118,0.561068878,1996,-0.3,115,69,4633,222,179,119,240,0.99,0.6,1.92,1.55,1.03,2.07,0.327731092,0.7875,7.725253615,1.060004317,1.342564213,13.22957047,8.365141377,0.518582344,13.38774013
Isaiah Canaan murray-state,73,Guard,157,10,3876,241,385,593,476,73,293,2050,366,311,686,331,725,304,4,1.62,0.1,2.49,3.97,6.12,4.91,0.75,3.02,21.16,3.78,3.21,7.08,3.42,7.48,3.14,0.802866779,0.41936,0.482443149,2012,-0.2,115,20,3748,294,195,880,302,1.23,0.21,3.14,2.08,9.39,3.22,0.35250006,0.82714504,12.93170171,0.419816435,1.525958378,19.69864461,4.85758698,0.52115738,11.46114835
Isaiah Rider nevada-las-vegas,77,Guard,41,18,1914,0,158,323,260,0,0,1372,391,0,629,352,339,136,2,0.86,0.38,0,3.3,6.75,5.43,0,0,28.67,8.17,0,13.15,7.36,7.08,2.84,0.804721362,0.401,0.559278219,1992,2.7,216,93,10217,858,863,1078,1161,0.85,0.36,3.36,3.38,4.22,4.55,0.365491651,0.819982774,15.75084663,0.674914358,1.076715278,25.94041304,6.856552804,0.547219928,14.6115298
Isaiah Thomas washington,68,Guard,122,7,3197,208,415,630,449,70,296,1721,366,279,796,390,505,164,3,1.53,0.09,2.6,5.19,7.88,5.62,0.88,3.7,21.53,4.58,3.49,9.96,4.88,6.32,2.05,0.712552381,0.324940594,0.490061558,2010,8,270,24,8001,1320,601,1250,1227,1.35,0.12,6.6,3,6.25,6.13,0.364240265,0.860044796,27.76386852,0.246944632,1.70311761,24.40648869,4.844678915,0.575078615,13.5176008
JaKarr Sampson st-johns-ny,81,Forward,57,68,1997,183,74,244,148,140,280,915,420,118,803,382,13,1,2,1.14,1.36,3.67,1.48,4.89,2.96,2.8,5.61,18.33,8.41,2.36,16.08,7.65,0.26,0.02,0.606803279,0.076923077,0.475881694,2013,-1.3,73,84,2762,136,158,214,253,1.06,1.22,1.97,2.29,3.1,3.66,0.25524445,0.679540035,8.238776249,2.587291818,1.334540188,16.92896452,9.210463432,0.518738957,14.55557567
JaMychal Green alabama,80,Forward,125,212,3340,390,152,598,425,365,547,1656,912,312,1167,611,17,3,4,1.5,2.54,4.67,1.82,7.16,5.09,4.37,6.55,19.83,10.92,3.74,13.98,7.32,0.2,0.04,0.710511706,0.176470588,0.523743787,2011,0.3,130,97,5253,234,267,323,425,0.99,0.74,1.78,2.03,2.46,3.24,0.349845201,0.761882353,7.200510185,1.694197601,1.264355606,17.00534552,15.5619189,0.557906492,13.52717304
JaVale McGee nevada,85,Forward,32,122,1232,135,23,175,90,114,200,574,314,105,387,218,45,16,2,1.04,3.96,4.38,0.75,5.68,2.92,3.7,6.49,18.64,10.19,3.41,12.56,7.08,1.46,0.52,0.514508571,0.355266667,0.563627907,2007,1.7,125,501,5839,106,301,4,675,0.86,3.43,0.73,2.06,0.03,4.62,0,0.581856645,3.040943655,6.642635725,1.133875664,18.80349974,16.20643004,0.551639844,12.30445539
Jabari Parker duke,80,Forward,37,43,1074,83,41,214,160,105,201,670,306,81,393,198,106,38,1,1.38,1.6,3.09,1.53,7.97,5.96,3.91,7.49,24.95,11.4,3.02,14.64,7.37,3.95,1.42,0.748,0.358,0.504,2013,1.7,175,66,5617,373,301,310,566,1.25,0.47,2.66,2.14,2.21,4.03,0.351612903,0.747349823,11.19563824,1.004664412,1.60528752,23.05946235,10.27066049,0.544546911,10.62727435
Jabari Smith louisiana-state,83,Center,56,65,1777,157,126,313,200,0,0,767,501,183,425,246,84,25,2,1.26,1.46,3.53,2.84,7.05,4.5,0,0,17.27,11.28,4.12,9.57,5.54,1.89,0.56,0.639009585,0.2975,0.579,1999,-0.6,37,26,1063,66,54,8,113,1.39,0.98,2.48,2.03,0.3,4.25,0.125,0.68920354,10.18687865,1.883496707,1.868152399,17.60168485,9.786968015,0.469676002,14.30337253
Jacque Vaughn kansas,73,Guard,160,15,3807,280,804,472,334,0,0,1207,373,351,563,279,274,105,4,1.68,0.16,2.94,8.45,4.96,3.51,0,0,12.68,3.92,3.69,5.92,2.93,2.88,1.1,0.707860169,0.383211679,0.495573712,1996,-0.7,94,4,3010,540,276,128,332,1.25,0.05,7.18,3.67,1.7,4.41,0.3828125,0.762048193,28.10883721,0.135481728,1.678671096,18.89136213,5.391461794,0.510834884,22.24578073
Jae Crowder marquette,78,Forward,136,67,2174,178,131,287,196,153,392,1049,545,74,468,272,294,103,2,2.5,1.23,3.28,2.41,5.28,3.61,2.82,7.21,19.3,10.03,1.36,8.61,5,5.41,1.9,0.683170732,0.350571429,0.581010684,2011,4.5,320,98,6562,383,222,914,514,1.95,0.6,2.33,1.35,5.57,3.13,0.323542636,0.777637561,8.631088083,1.187946967,2.462346236,16.53112588,8.767930509,0.535290271,9.222650411
Jahidi White georgetown,81,Center,53,152,2073,214,23,277,128,0,0,588,486,140,427,230,0,0,4,1.02,2.93,4.13,0.44,5.34,2.47,0,0,11.35,9.38,2.7,8.24,4.44,0,0,0.461830325,,0.538594848,1997,-0.8,91,280,4683,53,311,1,712,0.78,2.39,0.45,2.66,0.01,6.08,0,0.54494382,1.854131967,4.31738202,0.991842836,17.20943839,19.52805894,0.535541747,17.29822763
Jahlil Okafor duke,83,Center,29,54,1143,81,49,194,99,134,188,657,322,95,420,279,0,0,1,1.01,1.89,2.83,1.71,6.79,3.46,4.69,6.58,22.99,11.27,3.32,14.7,9.76,0,0,0.51,,0.664,2014,-0.1,60,168,4013,175,288,15,470,0.6,1.67,1.74,2.87,0.15,4.68,0.195333333,0.679813191,7.780445801,3.261749564,0.727664092,24.12463145,13.09467755,0.558662128,12.77118963
Jake Layman maryland,81,Forward,123,113,3938,272,156,361,274,159,515,1436,674,204,536,284,547,198,4,1.25,1.15,2.76,1.58,3.67,2.78,1.62,5.23,14.59,6.85,2.07,5.44,2.88,5.56,2.01,0.759132964,0.361872029,0.529748134,2015,-0.1,63,47,2241,90,86,324,123,1.12,0.84,1.61,1.54,5.78,2.2,0.308641975,0.723577236,5.667559125,1.680321285,1.34756805,16.55725123,7.485319054,0.544343597,9.753547523
Jakob Poeltl utah,85,Forward,33,119,1885,165,93,362,219,194,363,931,557,129,540,356,1,0,2,0.7,2.53,3.5,1.97,7.68,4.65,4.12,7.7,19.76,11.82,2.74,11.46,7.55,0.02,0,0.605077348,0,0.659159259,2015,3.3,122,283,4594,278,216,2,336,1.06,2.46,2.42,1.88,0.02,2.93,0.5,0.535714286,8.396909012,5.163299956,1.309185895,13.55317806,16.09405747,0.63321158,15.21872007
Jalen Rose michigan,80,Guard,119,29,3510,241,401,550,406,0,0,1788,477,312,987,505,369,124,3,1.36,0.33,2.75,4.57,6.27,4.63,0,0,20.38,5.44,3.56,11.25,5.75,4.21,1.41,0.737781818,0.335905149,0.511488349,1993,3.1,231,93,6826,1194,633,367,895,1.35,0.54,7,3.71,2.15,5.24,0.310626703,0.722905028,28.44802227,1.002285379,1.809258717,20.90501025,6.871051861,0.548121887,20.45985936
Jamaal Magloire kentucky,83,Center,68,268,3128,290,62,434,276,0,0,1064,789,201,784,394,0,0,4,0.87,3.43,3.71,0.79,5.55,3.53,0,0,13.61,10.09,2.57,10.03,5.04,0,0,0.636039171,,0.502427296,1999,1.5,137,376,7864,232,538,7,1270,0.7,1.91,1.18,2.74,0.04,6.46,0,0.725984252,5.029603255,3.525877416,0.926818413,18.73279502,16.98059512,0.556006612,16.64837233
Jamaal Tinsley iowa-state,75,Guard,177,56,2211,198,431,336,230,18,99,850,306,273,573,232,159,52,2,3.2,1.01,3.58,7.8,6.08,4.16,0.33,1.79,15.38,5.54,4.94,10.37,4.2,2.88,0.94,0.684360119,0.326798742,0.404876091,2000,5.7,428,87,7358,1755,706,704,529,2.33,0.47,9.54,3.84,3.83,2.88,0.316761364,0.722117202,39.97953248,0.872995379,3.096507203,19.78076923,6.643109541,0.483210655,22.69033705
Jamal Crawford michigan,78,Guard,19,16,577,19,76,51,40,0,0,283,47,53,154,72,101,33,1,1.32,1.11,1.32,5.27,3.54,2.77,0,0,19.62,3.26,3.67,10.68,4.99,7,2.29,0.784,0.327,0.468,1999,3.2,249,73,6334,935,444,938,416,1.57,0.46,5.9,2.8,5.92,2.63,0.33901919,0.819711538,26.73001263,0.864603726,2.077533944,22.9873066,5.185001579,0.48709078,14.0549258
Jamal Mashburn kentucky,80,Forward,153,53,2962,306,218,495,345,0,0,1843,760,243,913,527,394,148,3,2.07,0.72,4.13,2.94,6.68,4.66,0,0,24.89,10.26,3.28,12.33,7.12,5.32,2,0.696915152,0.375720812,0.57736035,1992,2.4,263,37,8709,818,649,1022,1404,1.21,0.17,3.76,2.98,4.69,6.45,0.316097645,0.719992379,16.19113561,0.304296705,1.581366403,26.11260994,6.874706625,0.498033919,12.20199104
Jamal Murray kentucky,77,Guard,35,11,1267,75,79,152,119,53,133,720,186,84,261,131,277,113,1,1.1,0.35,2.37,2.49,4.8,3.76,1.67,4.2,22.73,5.87,2.65,8.24,4.14,8.75,3.57,0.783,0.408,0.502,2015,4.2,264,96,8680,1091,570,1518,781,1.22,0.44,5.03,2.63,7,3.6,0.358366271,0.879641485,19.02953917,0.946900922,1.467165899,23.67459677,6.769343318,0.549771198,11.9949424
Jameer Nelson saint-josephs,73,Guard,250,10,4311,271,713,584,459,131,450,2094,581,379,922,474,628,229,4,2.32,0.09,2.51,6.62,5.42,4.26,1.22,4.18,19.43,5.39,3.52,8.55,4.4,5.83,2.12,0.785945205,0.364664013,0.513994577,2003,4.7,284,21,7688,1252,590,654,660,1.48,0.11,6.51,3.07,3.4,3.43,0.371559633,0.790909091,28.02233351,0.199934964,1.960561915,22.13152966,6.534404266,0.53821358,15.98234912
James Anderson oklahoma-state,78,Guard,112,60,3316,214,163,527,420,196,317,1811,513,212,668,358,600,225,3,1.35,0.72,2.58,1.97,6.36,5.07,2.36,3.82,21.85,6.19,2.56,8.06,4.32,7.24,2.71,0.796785579,0.375213333,0.53597006,2009,-0.3,100,41,3599,250,174,525,204,1.11,0.46,2.78,1.93,5.83,2.27,0.330206556,0.756369682,10.45427202,0.892771325,1.396112253,16.38985413,7.259437899,0.523163387,12.76530759
James Ennis long-beach-state,79,Guard,112,69,2080,161,158,241,190,107,255,886,362,168,329,201,277,98,2,2.15,1.33,3.1,3.04,4.63,3.65,2.06,4.9,17.04,6.96,3.23,6.33,3.87,5.33,1.88,0.78806639,0.353891697,0.61087234,2012,1,134,59,4485,204,173,443,354,1.2,0.53,1.82,1.54,3.95,3.16,0.36022316,0.813517899,6.975378818,1.208186845,1.541780602,14.12169989,9.048004905,0.577921128,12.49966689
James Harden arizona-state,77,Guard,132,30,2412,171,258,494,373,92,282,1309,374,207,553,315,271,102,2,2.19,0.5,2.84,4.28,8.19,6.19,1.53,4.68,21.71,6.2,3.43,9.17,5.22,4.49,1.69,0.755093117,0.376324723,0.569728752,2008,12.2,376,97,8858,997,644,1350,1744,1.7,0.44,4.5,2.91,6.1,7.88,0.36962963,0.842316514,18.47695868,0.843079702,2.174825017,23.33927523,7.321675322,0.603072928,13.69408444
James Johnson wake-forest,80,Forward,85,88,1821,184,99,218,151,172,336,903,508,152,513,301,169,50,2,1.87,1.93,4.04,2.17,4.79,3.32,3.78,7.38,19.84,11.16,3.34,11.27,6.61,3.71,1.1,0.692633028,0.295923077,0.586912281,2008,1.1,166,214,4018,317,295,161,323,1.65,2.13,3.16,2.94,1.6,3.22,0.273722567,0.679803689,12.8304878,4.196386262,2.141017919,19.17253111,10.20916376,0.493969039,17.48411648
James Jones miami-fl,80,Forward,137,192,3351,262,142,366,304,182,360,1356,606,188,766,340,324,124,4,1.64,2.29,3.13,1.7,4.37,3.63,2.17,4.3,16.19,7.23,2.24,9.14,4.06,3.87,1.48,0.830661202,0.382601852,0.443975196,2002,2,98,119,4504,159,106,693,266,0.87,1.06,1.41,0.94,6.15,2.36,0.385281385,0.860902256,5.330373002,1.861545293,1.134280639,15.92722025,7.728641208,0.533202931,7.034413854
James Posey xavier,80,Forward,214,65,2904,198,163,557,450,0,0,1455,801,178,662,393,222,73,3,2.95,0.9,2.73,2.25,7.67,6.2,0,0,20.04,11.03,2.45,9.12,5.41,3.06,1.01,0.808084381,0.328648649,0.593728097,1998,4.7,411,127,9063,673,468,903,740,1.81,0.56,2.97,2.07,3.99,3.27,0.314972408,0.811802299,12.0217599,0.989510096,2.359151495,16.82301225,9.89421494,0.514610924,13.67468278
James Robinson alabama,74,Guard,121,46,3134,244,182,462,322,0,0,1813,398,277,810,408,607,225,3,1.54,0.59,3.11,2.32,5.9,4.11,0,0,23.14,5.08,3.54,10.34,5.21,7.75,2.87,0.696852814,0.370563427,0.503703704,1992,0.5,142,52,5148,524,359,847,426,1.1,0.4,4.07,2.79,6.58,3.31,0.357733176,0.650234742,16.04180264,0.710761461,1.418706294,21.10988733,5.293609169,0.50044289,14.24290987
